stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG000298,CAN00116,REQ1026,Recruiter Screening,1,2024-07-15,Cleared,\N,3
STG000299,CAN00116,REQ1026,Profile Submission,2,2024-07-25,Cleared,REC012,4
STG000300,CAN00116,REQ1026,Technical Round 1,3,2024-08-07,Cleared,REC007,5
STG000301,CAN00116,REQ1026,Technical Round 2,4,2024-08-19,Rejected – Skills,REC010,2
STG000302,CAN00117,REQ1060,Recruiter Screening,1,2025-02-11,Cleared,\N,3
STG000303,CAN00117,REQ1060,HR Intro Round,2,2025-02-24,Rejected – Skills,REC004,3
STG000304,CAN00118,REQ1010,Recruiter Screening,1,2025-05-14,Cleared,\N,3
STG000305,CAN00118,REQ1010,Profile Submission,2,2025-05-19,Cleared,REC012,5
STG000306,CAN00118,REQ1010,Technical Round 1,3,2025-05-27,Cleared,REC008,4
STG000307,CAN00118,REQ1010,Technical Round 2,4,2025-06-02,Cleared,REC014,5
STG000308,CAN00118,REQ1010,Hiring Manager Round,5,2025-06-09,Cleared,REC011,5
STG000309,CAN00118,REQ1010,Offer Stage,6,2025-06-16,Cleared,REC005,4
STG000310,CAN00119,REQ1033,Recruiter Screening,1,2024-09-16,Cleared,\N,5
STG000311,CAN00119,REQ1033,HR Intro Round,2,2024-09-19,Cleared,REC005,\N
STG000312,CAN00119,REQ1033,Technical Round 1,3,2024-09-25,Cleared,REC012,5
STG000313,CAN00119,REQ1033,Hiring Manager Round,4,2024-09-26,Rejected – Skills,REC004,3
STG000314,CAN00120,REQ1016,Recruiter Screening,1,2024-11-11,Cleared,\N,4
STG000315,CAN00121,REQ1007,Recruiter Screening,1,2024-10-02,Cleared,\N,4
STG000316,CAN00121,REQ1007,Profile Submission,2,2024-10-07,Cleared,REC010,5
STG000317,CAN00121,REQ1007,Technical Round 1,3,2024-10-14,Cleared,REC002,5
STG000318,CAN00121,REQ1007,Technical Round 2,4,2024-10-15,Cleared,REC014,3
STG000319,CAN00121,REQ1007,Hiring Manager Round,5,2024-10-21,Cleared,REC010,4
STG000320,CAN00122,REQ1057,Recruiter Screening,1,2025-02-14,Rejected – Culture Fit,\N,1
STG000321,CAN00123,REQ1008,Recruiter Screening,1,2025-03-24,Cleared,\N,3
STG000322,CAN00123,REQ1008,HR Intro Round,2,2025-03-28,Cleared,REC007,4
STG000323,CAN00123,REQ1008,Technical Round 1,3,2025-04-03,Cleared,REC012,3
STG000324,CAN00123,REQ1008,Hiring Manager Round,4,2025-04-08,Rejected – Compensation Mismatch,REC004,3
STG000325,CAN00124,REQ1010,Recruiter Screening,1,2024-10-14,Cleared,\N,3
STG000326,CAN00124,REQ1010,Profile Submission,2,2024-10-17,Rejected – Skills,REC008,2
STG000327,CAN00125,REQ1032,Recruiter Screening,1,2025-05-16,Cleared,\N,4
STG000328,CAN00125,REQ1032,Profile Submission,2,2025-05-19,Cleared,REC004,3
STG000329,CAN00125,REQ1032,Technical Round 1,3,2025-05-27,Cleared,REC006,3
STG000330,CAN00125,REQ1032,Technical Round 2,4,2025-06-04,Rejected – Skills,REC005,3
STG000331,CAN00126,REQ1044,Recruiter Screening,1,2024-12-26,Cleared,\N,5
STG000332,CAN00126,REQ1044,Profile Submission,2,2024-12-31,Cleared,REC011,5
STG000333,CAN00126,REQ1044,Technical Round 1,3,2025-01-08,Cleared,REC011,3
STG000334,CAN00126,REQ1044,Technical Round 2,4,2025-01-15,Cleared,REC007,3
STG000335,CAN00126,REQ1044,System Design Round,5,2025-01-20,Cleared,REC002,4
STG000336,CAN00126,REQ1044,Panel Round,6,2025-01-23,Cleared,REC014,4
STG000337,CAN00126,REQ1044,Culture Fit Round,7,2025-01-30,Candidate Withdrew,REC006,\N
STG000338,CAN00127,REQ1049,Recruiter Screening,1,2025-03-28,Cleared,\N,3
STG000339,CAN00127,REQ1049,HR Intro Round,2,2025-04-04,Cleared,REC013,3
STG000340,CAN00127,REQ1049,Technical Round 1,3,2025-04-11,Cleared,REC011,4
STG000341,CAN00127,REQ1049,Hiring Manager Round,4,2025-04-15,Cleared,REC008,4
STG000342,CAN00127,REQ1049,Offer Stage,5,2025-04-18,Cleared,REC014,3
STG000343,CAN00128,REQ1027,Recruiter Screening,1,2025-03-03,Cleared,\N,3
STG000344,CAN00128,REQ1027,Profile Submission,2,2025-03-10,Cleared,REC012,4
STG000345,CAN00128,REQ1027,Technical Round 1,3,2025-03-17,Rejected – Skills,REC002,1
STG000346,CAN00129,REQ1021,Recruiter Screening,1,2025-05-01,Cleared,\N,4
STG000347,CAN00129,REQ1021,Profile Submission,2,2025-05-05,Cleared,REC001,5
STG000348,CAN00129,REQ1021,Technical Round 1,3,2025-05-13,Rejected – Compensation Mismatch,REC008,1
STG000349,CAN00130,REQ1032,Recruiter Screening,1,2025-02-24,Cleared,\N,5
STG000350,CAN00130,REQ1032,Profile Submission,2,2025-03-04,Cleared,REC014,5
STG000351,CAN00130,REQ1032,Technical Round 1,3,2025-03-10,Cleared,REC002,5
STG000352,CAN00130,REQ1032,Technical Round 2,4,2025-03-17,Cleared,REC011,4
STG000353,CAN00130,REQ1032,System Design Round,5,2025-03-25,Cleared,REC015,5
STG000354,CAN00130,REQ1032,Panel Round,6,2025-04-01,Cleared,REC009,3
STG000355,CAN00130,REQ1032,Offer Stage,7,2025-04-07,Rejected – Culture Fit,REC013,1
STG000356,CAN00131,REQ1047,Recruiter Screening,1,2024-03-13,Cleared,\N,4
STG000357,CAN00131,REQ1047,Profile Submission,2,2024-03-19,Cleared,REC006,4
STG000358,CAN00131,REQ1047,Technical Round 1,3,2024-03-22,Rejected – Skills,REC007,2
STG000359,CAN00132,REQ1047,Recruiter Screening,1,2024-03-28,Req Cancelled Mid-Process,\N,\N
STG000360,CAN00133,REQ1038,Recruiter Screening,1,2025-03-06,Cleared,\N,5
STG000361,CAN00133,REQ1038,Profile Submission,2,2025-03-14,Cleared,REC013,3
STG000362,CAN00133,REQ1038,Technical Round 1,3,2025-03-24,Cleared,REC013,5
STG000363,CAN00133,REQ1038,Technical Round 2,4,2025-03-31,Cleared,REC001,3
STG000364,CAN00133,REQ1038,Technical Round 3,5,2025-04-04,Cleared,REC012,5
STG000365,CAN00133,REQ1038,System Design Round,6,2025-04-10,Cleared,REC002,3
STG000366,CAN00133,REQ1038,Panel Round,7,2025-04-16,Cleared,REC012,3
STG000367,CAN00133,REQ1038,Founder/CXO Round,8,2025-04-21,Cleared,REC014,5
STG000368,CAN00133,REQ1038,Reference Check,9,2025-04-29,Cleared,REC008,4
STG000369,CAN00133,REQ1038,Offer Stage,10,2025-05-07,Cleared,REC001,4
STG000370,CAN00134,REQ1051,Recruiter Screening,1,2024-05-20,Cleared,\N,5
STG000371,CAN00134,REQ1051,Profile Submission,2,2024-05-24,Req Cancelled Mid-Process,REC006,\N
STG000372,CAN00135,REQ1018,Recruiter Screening,1,2024-05-07,Cleared,\N,5
STG000373,CAN00135,REQ1018,Profile Submission,2,2024-05-14,Cleared,REC012,5
STG000374,CAN00135,REQ1018,Technical Round 1,3,2024-05-20,Rejected – Skills,REC012,1
STG000375,CAN00136,REQ1033,Recruiter Screening,1,2024-09-30,Cleared,\N,4
STG000376,CAN00137,REQ1008,Recruiter Screening,1,2025-03-06,Cleared,\N,3
STG000377,CAN00137,REQ1008,HR Intro Round,2,2025-03-11,Cleared,REC012,3
STG000378,CAN00137,REQ1008,Technical Round 1,3,2025-03-17,Cleared,REC014,4
STG000379,CAN00137,REQ1008,Hiring Manager Round,4,2025-03-24,Cleared,REC009,5
STG000380,CAN00137,REQ1008,Offer Stage,5,2025-03-28,Rejected – Skills,REC009,1
STG000381,CAN00138,REQ1023,Recruiter Screening,1,2024-08-26,Cleared,\N,4
STG000382,CAN00138,REQ1023,HR Intro Round,2,2024-08-30,Rejected – Compensation Mismatch,REC006,3
STG000383,CAN00139,REQ1060,Recruiter Screening,1,2025-02-21,Cleared,\N,4
STG000384,CAN00139,REQ1060,HR Intro Round,2,2025-02-24,Cleared,REC001,4
STG000385,CAN00139,REQ1060,Technical Round 1,3,2025-02-25,Cleared,REC003,3
STG000386,CAN00139,REQ1060,Hiring Manager Round,4,2025-02-26,Cleared,REC010,5
STG000387,CAN00139,REQ1060,Offer Stage,5,2025-02-27,Cleared,REC002,4
STG000388,CAN00140,REQ1014,Recruiter Screening,1,2024-04-22,Cleared,\N,5
STG000389,CAN00140,REQ1014,Profile Submission,2,2024-04-29,On Hold – Panel Unavailable,REC014,\N
STG000390,CAN00141,REQ1030,Recruiter Screening,1,2025-02-26,Rejected – Skills,\N,1
STG000391,CAN00142,REQ1007,Recruiter Screening,1,2024-09-30,Cleared,\N,5
STG000392,CAN00142,REQ1007,Profile Submission,2,2024-10-04,Cleared,REC003,3
STG000393,CAN00142,REQ1007,Technical Round 1,3,2024-10-11,Cleared,REC011,3
STG000394,CAN00142,REQ1007,Technical Round 2,4,2024-10-21,Rejected – Skills,REC014,2
STG000395,CAN00143,REQ1058,Recruiter Screening,1,2024-12-31,Cleared,\N,4
STG000396,CAN00143,REQ1058,HR Intro Round,2,2025-01-03,Cleared,REC009,4
STG000397,CAN00143,REQ1058,Technical Round 1,3,2025-01-06,Cleared,REC007,4
STG000398,CAN00143,REQ1058,Hiring Manager Round,4,2025-01-13,Cleared,REC001,4
STG000399,CAN00143,REQ1058,Offer Stage,5,2025-01-20,Rejected – Skills,REC012,3
STG000400,CAN00144,REQ1055,Recruiter Screening,1,2024-05-09,Cleared,\N,5
STG000401,CAN00144,REQ1055,Profile Submission,2,2024-05-13,Cleared,REC007,4
STG000402,CAN00144,REQ1055,Technical Round 1,3,2024-05-14,Cleared,REC003,3
STG000403,CAN00144,REQ1055,Technical Round 2,4,2024-05-15,Cleared,REC005,5
STG000404,CAN00145,REQ1025,Recruiter Screening,1,2025-01-30,Cleared,\N,5
STG000405,CAN00145,REQ1025,Profile Submission,2,2025-02-06,Cleared,REC005,3
STG000406,CAN00145,REQ1025,Technical Round 1,3,2025-02-10,Rejected – Skills,REC004,2
STG000407,CAN00146,REQ1056,Recruiter Screening,1,2025-05-08,Cleared,\N,3
STG000408,CAN00146,REQ1056,Profile Submission,2,2025-05-15,Cleared,REC011,4
STG000409,CAN00146,REQ1056,Technical Round 1,3,2025-05-19,Cleared,REC008,5
STG000410,CAN00146,REQ1056,Technical Round 2,4,2025-05-26,Cleared,REC002,3
STG000411,CAN00146,REQ1056,System Design Round,5,2025-06-02,Rejected – Skills,REC008,2
STG000412,CAN00147,REQ1016,Recruiter Screening,1,2024-11-04,Cleared,\N,4
STG000413,CAN00147,REQ1016,Profile Submission,2,2024-11-08,Cleared,REC012,3
STG000414,CAN00147,REQ1016,Technical Round 1,3,2024-11-11,Cleared,REC003,4
STG000415,CAN00148,REQ1060,Recruiter Screening,1,2025-03-03,Rejected – Skills,\N,1
STG000416,CAN00149,REQ1053,Recruiter Screening,1,2024-02-09,Rejected – Skills,\N,3
STG000417,CAN00150,REQ1018,Recruiter Screening,1,2024-03-11,Cleared,\N,5
STG000418,CAN00150,REQ1018,Profile Submission,2,2024-03-19,Rejected – Compensation Mismatch,REC009,3
STG000419,CAN00151,REQ1024,Recruiter Screening,1,2024-06-25,Req Cancelled Mid-Process,\N,\N
STG000420,CAN00152,REQ1011,Recruiter Screening,1,2024-02-15,Req Cancelled Mid-Process,\N,\N
STG000421,CAN00153,REQ1041,Recruiter Screening,1,2024-11-04,Cleared,\N,3
STG000422,CAN00153,REQ1041,HR Intro Round,2,2024-11-07,Candidate Ghosted,REC006,\N
STG000423,CAN00154,REQ1042,Recruiter Screening,1,2025-03-03,Cleared,\N,4
STG000424,CAN00154,REQ1042,HR Intro Round,2,2025-03-10,Cleared,REC005,5
STG000425,CAN00154,REQ1042,Technical Round 1,3,2025-03-17,Candidate Ghosted,REC004,\N
STG000426,CAN00155,REQ1039,Recruiter Screening,1,2025-01-06,Rejected – Skills,\N,1
STG000427,CAN00156,REQ1058,Recruiter Screening,1,2025-03-17,Cleared,\N,4
STG000428,CAN00156,REQ1058,HR Intro Round,2,2025-03-25,Cleared,REC004,4
STG000429,CAN00156,REQ1058,Technical Round 1,3,2025-04-01,Cleared,REC004,3
STG000430,CAN00156,REQ1058,Hiring Manager Round,4,2025-04-04,Cleared,REC011,3
STG000431,CAN00156,REQ1058,Offer Stage,5,2025-04-11,Cleared,REC003,3
STG000432,CAN00157,REQ1002,Recruiter Screening,1,2024-12-30,Rejected – Skills,\N,2
STG000433,CAN00158,REQ1020,Recruiter Screening,1,2024-06-03,Cleared,\N,3
STG000434,CAN00158,REQ1020,HR Intro Round,2,2024-06-06,Cleared,REC011,5
STG000435,CAN00158,REQ1020,Technical Round 1,3,2024-06-12,Rejected – Skills,REC008,1
STG000436,CAN00159,REQ1052,Recruiter Screening,1,2024-11-18,Cleared,\N,5
STG000437,CAN00159,REQ1052,Profile Submission,2,2024-11-19,Req Cancelled Mid-Process,REC001,\N
STG000438,CAN00160,REQ1031,Recruiter Screening,1,2024-09-24,Rejected – Skills,\N,3
STG000439,CAN00161,REQ1037,Recruiter Screening,1,2024-08-30,Cleared,\N,5
STG000440,CAN00161,REQ1037,Profile Submission,2,2024-09-09,Cleared,REC007,3
STG000441,CAN00161,REQ1037,Technical Round 1,3,2024-09-10,Rejected – Skills,REC002,2
STG000442,CAN00162,REQ1051,Recruiter Screening,1,2024-05-27,Rejected – Culture Fit,\N,1
STG000443,CAN00163,REQ1022,Recruiter Screening,1,2024-08-12,Cleared,\N,4
STG000444,CAN00163,REQ1022,Profile Submission,2,2024-08-20,Cleared,REC002,5
STG000445,CAN00163,REQ1022,Technical Round 1,3,2024-08-21,Cleared,REC002,3
STG000446,CAN00163,REQ1022,Technical Round 2,4,2024-08-22,Cleared,REC010,5
STG000447,CAN00164,REQ1015,Recruiter Screening,1,2025-02-19,Cleared,\N,3
STG000448,CAN00164,REQ1015,Profile Submission,2,2025-02-24,Cleared,REC015,4
STG000449,CAN00164,REQ1015,Technical Round 1,3,2025-03-03,Cleared,REC010,5
STG000450,CAN00164,REQ1015,Technical Round 2,4,2025-03-06,Rejected – Compensation Mismatch,REC008,3
STG000451,CAN00165,REQ1051,Recruiter Screening,1,2024-05-13,Cleared,\N,5
STG000452,CAN00165,REQ1051,Profile Submission,2,2024-05-17,Cleared,REC002,3
STG000453,CAN00165,REQ1051,Technical Round 1,3,2024-05-22,Cleared,REC004,5
STG000454,CAN00165,REQ1051,Technical Round 2,4,2024-05-29,Req Cancelled Mid-Process,REC012,\N
STG000455,CAN00166,REQ1025,Recruiter Screening,1,2025-01-01,Rejected – Skills,\N,3
STG000456,CAN00167,REQ1044,Recruiter Screening,1,2025-02-20,Cleared,\N,4
STG000457,CAN00167,REQ1044,Profile Submission,2,2025-02-25,Candidate Ghosted,REC013,\N
STG000458,CAN00168,REQ1042,Recruiter Screening,1,2025-05-28,Cleared,\N,4
STG000459,CAN00168,REQ1042,HR Intro Round,2,2025-06-05,Cleared,REC008,3
STG000460,CAN00168,REQ1042,Technical Round 1,3,2025-06-09,Cleared,REC011,3
STG000461,CAN00168,REQ1042,Hiring Manager Round,4,2025-06-17,Cleared,REC009,4
STG000462,CAN00168,REQ1042,Offer Stage,5,2025-06-24,Cleared,REC005,3
STG000463,CAN00169,REQ1040,Recruiter Screening,1,2025-04-25,Rejected – Skills,\N,3
STG000464,CAN00170,REQ1041,Recruiter Screening,1,2024-11-04,Cleared,\N,3
STG000465,CAN00170,REQ1041,HR Intro Round,2,2024-11-12,Candidate Ghosted,REC008,\N
STG000466,CAN00171,REQ1027,Recruiter Screening,1,2025-02-24,Cleared,\N,\N
STG000467,CAN00171,REQ1027,Profile Submission,2,2025-03-03,Cleared,REC003,5
STG000468,CAN00171,REQ1027,Technical Round 1,3,2025-03-06,Cleared,REC001,5
STG000469,CAN00171,REQ1027,Technical Round 2,4,2025-03-13,Cleared,REC008,3
STG000470,CAN00171,REQ1027,Hiring Manager Round,5,2025-03-17,Cleared,REC001,5
STG000471,CAN00171,REQ1027,Offer Stage,6,2025-03-20,Cleared,REC006,3
STG000472,CAN00172,REQ1003,Recruiter Screening,1,2024-07-15,Cleared,\N,5
STG000473,CAN00172,REQ1003,HR Intro Round,2,2024-07-29,Rejected – Culture Fit,REC009,1
STG000474,CAN00173,REQ1023,Recruiter Screening,1,2025-02-14,Cleared,\N,5
STG000475,CAN00173,REQ1023,HR Intro Round,2,2025-02-21,Cleared,REC005,4
STG000476,CAN00173,REQ1023,Technical Round 1,3,2025-02-26,Cleared,REC002,4
STG000477,CAN00173,REQ1023,Hiring Manager Round,4,2025-03-06,Cleared,REC008,4
STG000478,CAN00173,REQ1023,Offer Stage,5,2025-03-14,Cleared,REC006,4
STG000479,CAN00174,REQ1019,Recruiter Screening,1,2024-06-10,Cleared,\N,3
STG000480,CAN00174,REQ1019,Profile Submission,2,2024-06-18,Cleared,REC007,5
STG000481,CAN00174,REQ1019,Technical Round 1,3,2024-06-21,Req Cancelled Mid-Process,REC006,\N
STG000482,CAN00175,REQ1003,Recruiter Screening,1,2024-08-02,Cleared,\N,4
STG000483,CAN00175,REQ1003,HR Intro Round,2,2024-08-05,Candidate Ghosted,REC007,\N
STG000484,CAN00176,REQ1047,Recruiter Screening,1,2024-03-05,Cleared,\N,3
STG000485,CAN00176,REQ1047,Profile Submission,2,2024-03-08,Cleared,REC009,4
STG000486,CAN00176,REQ1047,Technical Round 1,3,2024-03-11,Req Cancelled Mid-Process,REC010,\N
STG000487,CAN00177,REQ1050,Recruiter Screening,1,2024-05-21,Cleared,\N,3
STG000488,CAN00177,REQ1050,HR Intro Round,2,2024-05-24,Cleared,REC014,4
STG000489,CAN00177,REQ1050,Technical Round 1,3,2024-05-30,Cleared,REC009,4
STG000490,CAN00177,REQ1050,Hiring Manager Round,4,2024-06-05,Cleared,REC003,5
STG000491,CAN00177,REQ1050,Offer Stage,5,2024-06-12,Cleared,REC015,5
STG000492,CAN00178,REQ1029,Recruiter Screening,1,2025-03-17,Cleared,\N,5
STG000493,CAN00178,REQ1029,Profile Submission,2,2025-03-21,Cleared,REC012,3
STG000494,CAN00178,REQ1029,Technical Round 1,3,2025-03-27,Rejected – Compensation Mismatch,REC013,1
STG000495,CAN00179,REQ1005,Recruiter Screening,1,2025-02-03,Rejected – Skills,\N,1
STG000496,CAN00180,REQ1015,Recruiter Screening,1,2025-06-24,Cleared,\N,5
STG000497,CAN00180,REQ1015,Profile Submission,2,2025-06-25,Rejected – Skills,REC009,3
STG000498,CAN00181,REQ1025,Recruiter Screening,1,2025-02-14,Cleared,\N,5
STG000499,CAN00181,REQ1025,Profile Submission,2,2025-02-21,Cleared,REC001,3
STG000500,CAN00181,REQ1025,Technical Round 1,3,2025-02-28,Cleared,REC005,4
STG000501,CAN00181,REQ1025,Technical Round 2,4,2025-03-04,Rejected – Skills,REC002,1
STG000502,CAN00182,REQ1004,Recruiter Screening,1,2024-11-04,Cleared,\N,3
STG000503,CAN00182,REQ1004,Profile Submission,2,2024-11-18,Cleared,REC009,3
STG000504,CAN00182,REQ1004,Technical Round 1,3,2024-12-05,Cleared,REC014,4
STG000505,CAN00182,REQ1004,Technical Round 2,4,2024-12-23,Rejected – Culture Fit,REC004,3
STG000506,CAN00183,REQ1031,Recruiter Screening,1,2024-10-03,Cleared,\N,\N
STG000507,CAN00183,REQ1031,Profile Submission,2,2024-10-04,Cleared,REC003,4
STG000508,CAN00183,REQ1031,Technical Round 1,3,2024-10-07,Rejected – Skills,REC009,3
STG000509,CAN00184,REQ1052,Recruiter Screening,1,2024-11-11,Cleared,\N,3
STG000510,CAN00184,REQ1052,Profile Submission,2,2024-11-15,Cleared,REC001,3
STG000511,CAN00184,REQ1052,Technical Round 1,3,2024-11-18,Cleared,REC006,3
STG000512,CAN00184,REQ1052,Technical Round 2,4,2024-11-19,Req Cancelled Mid-Process,REC008,\N
STG000513,CAN00185,REQ1032,Recruiter Screening,1,2025-04-24,Cleared,\N,3
STG000514,CAN00185,REQ1032,Profile Submission,2,2025-04-28,Cleared,REC013,5
STG000515,CAN00185,REQ1032,Technical Round 1,3,2025-05-06,Rejected – Skills,REC012,2
STG000516,CAN00186,REQ1059,Recruiter Screening,1,2025-02-17,Cleared,\N,4
STG000517,CAN00186,REQ1059,HR Intro Round,2,2025-02-21,Cleared,REC012,4
STG000518,CAN00186,REQ1059,Technical Round 1,3,2025-02-27,Cleared,REC003,5
STG000519,CAN00186,REQ1059,Hiring Manager Round,4,2025-03-03,Cleared,REC009,4
STG000520,CAN00186,REQ1059,Offer Stage,5,2025-03-10,Cleared,REC007,5
STG000521,CAN00187,REQ1027,Recruiter Screening,1,2025-03-17,Cleared,\N,3
STG000522,CAN00187,REQ1027,Profile Submission,2,2025-03-24,Cleared,REC002,4
STG000523,CAN00187,REQ1027,Technical Round 1,3,2025-03-25,Cleared,REC003,3
STG000524,CAN00187,REQ1027,Technical Round 2,4,2025-03-26,Cleared,REC001,3
STG000525,CAN00188,REQ1031,Recruiter Screening,1,2024-10-07,Cleared,\N,3
STG000526,CAN00188,REQ1031,Profile Submission,2,2024-10-08,Cleared,REC008,3
STG000527,CAN00189,REQ1033,Recruiter Screening,1,2024-09-23,Cleared,\N,4
STG000528,CAN00189,REQ1033,HR Intro Round,2,2024-09-26,Rejected – Compensation Mismatch,REC002,1
STG000529,CAN00190,REQ1033,Recruiter Screening,1,2024-09-30,Cleared,\N,5
STG000530,CAN00191,REQ1058,Recruiter Screening,1,2025-04-28,Cleared,\N,5
STG000531,CAN00191,REQ1058,HR Intro Round,2,2025-05-05,Cleared,REC009,4
STG000532,CAN00191,REQ1058,Technical Round 1,3,2025-05-12,Rejected – Culture Fit,REC007,3
STG000533,CAN00192,REQ1032,Recruiter Screening,1,2025-06-30,Cleared,\N,4
STG000534,CAN00193,REQ1032,Recruiter Screening,1,2025-04-07,Cleared,\N,5
STG000535,CAN00193,REQ1032,Profile Submission,2,2025-04-14,Rejected – Compensation Mismatch,REC015,3
STG000536,CAN00194,REQ1029,Recruiter Screening,1,2024-07-30,Cleared,\N,4
STG000537,CAN00194,REQ1029,Profile Submission,2,2024-08-02,Cleared,REC012,3
STG000538,CAN00194,REQ1029,Technical Round 1,3,2024-08-05,Rejected – Skills,REC008,1
STG000539,CAN00195,REQ1006,Recruiter Screening,1,2024-05-21,Rejected – Skills,\N,2
STG000540,CAN00196,REQ1047,Recruiter Screening,1,2024-03-01,Req Cancelled Mid-Process,\N,\N
STG000541,CAN00197,REQ1006,Recruiter Screening,1,2024-05-16,Cleared,\N,4
STG000542,CAN00197,REQ1006,Profile Submission,2,2024-05-17,Rejected – Skills,REC004,1
STG000543,CAN00198,REQ1027,Recruiter Screening,1,2025-03-14,Cleared,\N,4
STG000544,CAN00198,REQ1027,Profile Submission,2,2025-03-17,Cleared,REC003,5
STG000545,CAN00198,REQ1027,Technical Round 1,3,2025-03-21,Cleared,REC011,4
STG000546,CAN00198,REQ1027,Technical Round 2,4,2025-03-24,Cleared,REC009,5
STG000547,CAN00198,REQ1027,Hiring Manager Round,5,2025-03-25,Cleared,REC006,4
STG000548,CAN00198,REQ1027,Offer Stage,6,2025-03-26,Rejected – Compensation Mismatch,REC007,3
STG000549,CAN00199,REQ1039,Recruiter Screening,1,2025-01-06,Cleared,\N,4
STG000550,CAN00199,REQ1039,Profile Submission,2,2025-01-13,Cleared,REC004,3
STG000551,CAN00199,REQ1039,Technical Round 1,3,2025-01-21,Cleared,REC002,3
STG000552,CAN00199,REQ1039,Technical Round 2,4,2025-01-22,Cleared,REC014,3
STG000553,CAN00199,REQ1039,System Design Round,5,2025-01-27,Cleared,REC005,3
STG000554,CAN00200,REQ1018,Recruiter Screening,1,2024-03-11,Cleared,\N,5
STG000555,CAN00200,REQ1018,Profile Submission,2,2024-03-19,On Hold – Panel Unavailable,REC012,\N
STG000556,CAN00201,REQ1002,Recruiter Screening,1,2024-12-02,Cleared,\N,5
STG000557,CAN00201,REQ1002,Profile Submission,2,2024-12-16,Cleared,REC002,3
STG000558,CAN00201,REQ1002,Technical Round 1,3,2025-01-01,Cleared,REC006,5
STG000559,CAN00201,REQ1002,Technical Round 2,4,2025-01-02,Cleared,REC007,5
STG000560,CAN00201,REQ1002,System Design Round,5,2025-01-03,Interview No-Show,REC009,\N
STG000561,CAN00202,REQ1044,Recruiter Screening,1,2025-02-03,Rejected – Skills,\N,3
STG000562,CAN00203,REQ1051,Recruiter Screening,1,2024-05-20,Req Cancelled Mid-Process,\N,\N
STG000563,CAN00204,REQ1054,Recruiter Screening,1,2025-01-31,Cleared,\N,3
STG000564,CAN00204,REQ1054,Profile Submission,2,2025-02-07,Candidate Ghosted,REC004,\N
